SourceId	SourceLabel	SourceEntityType	EdgeLabel	TargetId	TargetLabel	TargetEntityType	PUBMED_ID	nsent	ntagged_nsent	nsent_nrelation	period
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	D006432	hemochromatosis	I	11836175	2	2	2	2002-02-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	D019190	ironoverload	I	11836175	1	1	1	2002-02-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	11836175	2	2	2	2002-02-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	Q9JKX3;Q9UP52	TFR2	P	11836175	2	2	2	2002-02-01
Q9JKX3;Q9UP52	TFR2	P	co-occurrence	9606	patients	S	11836175	2	2	2	2002-02-01
Q9JKX3;Q9UP52	TFR2	P	co-occurrence	D006432	hemochromatosis	I	11836175	2	2	2	2002-02-01
Q9JKX3;Q9UP52	TFR2	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	11836175	2	2	2	2002-02-01
Q9JKX3;Q9UP52	TFR2	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11836175	2	2	2	2002-02-01
O02161	Tim-44	P	co-occurrence	O07344;P19215;P21625;P59662;Q01083;Q53308	Spi	P	11870364	11	11	11	2002-03-01
O02161	Tim-44	P	co-occurrence	P02763;P21350;Q60590	orosomucoid1	P	11870364	11	11	11	2002-03-01
O02161	Tim-44	P	co-occurrence	P08571;P10810;Q28680;Q63691;Q95122	CD14	P	11870364	11	11	11	2002-03-01
O02161	Tim-44	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11870364	11	11	11	2002-03-01
O07344;P19215;P21625;P59662;Q01083;Q53308	Spi	P	co-occurrence	O02161	Tim-44	P	11870364	11	11	11	2002-03-01
O07344;P19215;P21625;P59662;Q01083;Q53308	Spi	P	co-occurrence	P02763;P21350;Q60590	orosomucoid1	P	11870364	11	11	11	2002-03-01
O07344;P19215;P21625;P59662;Q01083;Q53308	Spi	P	co-occurrence	P08571;P10810;Q28680;Q63691;Q95122	CD14	P	11870364	11	11	11	2002-03-01
O07344;P19215;P21625;P59662;Q01083;Q53308	Spi	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11870364	11	11	11	2002-03-01
P02763;P21350;Q60590	orosomucoid1	P	co-occurrence	O02161	Tim-44	P	11870364	11	11	11	2002-03-01
P02763;P21350;Q60590	orosomucoid1	P	co-occurrence	O07344;P19215;P21625;P59662;Q01083;Q53308	Spi	P	11870364	11	11	11	2002-03-01
P02763;P21350;Q60590	orosomucoid1	P	co-occurrence	P08571;P10810;Q28680;Q63691;Q95122	CD14	P	11870364	11	11	11	2002-03-01
P02763;P21350;Q60590	orosomucoid1	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11870364	11	11	11	2002-03-01
P08571;P10810;Q28680;Q63691;Q95122	CD14	P	co-occurrence	O02161	Tim-44	P	11870364	11	11	11	2002-03-01
P08571;P10810;Q28680;Q63691;Q95122	CD14	P	co-occurrence	O07344;P19215;P21625;P59662;Q01083;Q53308	Spi	P	11870364	11	11	11	2002-03-01
P08571;P10810;Q28680;Q63691;Q95122	CD14	P	co-occurrence	P02763;P21350;Q60590	orosomucoid1	P	11870364	11	11	11	2002-03-01
P08571;P10810;Q28680;Q63691;Q95122	CD14	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11870364	11	11	11	2002-03-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	O02161	Tim-44	P	11870364	11	11	11	2002-03-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	O07344;P19215;P21625;P59662;Q01083;Q53308	Spi	P	11870364	11	11	11	2002-03-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	P02763;P21350;Q60590	orosomucoid1	P	11870364	11	11	11	2002-03-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	P08571;P10810;Q28680;Q63691;Q95122	CD14	P	11870364	11	11	11	2002-03-01
10090	transgenicmice	S	co-occurrence	O46375;O46654;O55245;P02766;P02767;P07309;P07489;P12303;P27731;P30623;P31779;P42204;P49141;P49142;P49143;P50390;Q29616;Q5NVS2;Q5U7I5;Q8HXW1;Q9MYN8	transthyretin	P	11930010	18	18	18	2002-04-01
10090	transgenicmice	S	co-occurrence	P18459	pale	P	11930010	19	19	19	2002-04-01
10090	transgenicmice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11930010	13	13	13	2002-04-01
10090	transgenicmice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11930010	18	18	18	2002-04-01
10090	transgenicmice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11930010	25	25	25	2002-04-01
10090	transgenicmice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11930010	13	13	13	2002-04-01
10090	transgenicmice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11930010	18	18	18	2002-04-01
10090	transgenicmice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11930010	25	25	25	2002-04-01
10090	transgenicmice	S	co-occurrence	Q15853;Q63665;Q64705	Usf2	P	11930010	25	25	25	2002-04-01
10095	mice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11930010	16	16	16	2002-04-01
10095	mice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11930010	25	25	25	2002-04-01
10095	mice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11930010	16	16	16	2002-04-01
10095	mice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11930010	25	25	25	2002-04-01
10095	mice	S	co-occurrence	Q15853;Q63665;Q64705	Usf2	P	11930010	14	14	14	2002-04-01
10095	mice	S	co-occurrence	Q15853;Q63665;Q64705	Usf2	P	11930010	16	16	16	2002-04-01
10095	mice	S	co-occurrence	Q15853;Q63665;Q64705	Usf2	P	11930010	25	25	25	2002-04-01
122584	M.saxatilis	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11985602	2	2	2	2002-04-01
122584	M.saxatilis	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11985602	2	2	2	2002-04-01
1346	Streptococcusiniae	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11985602	11	11	11	2002-04-01
1346	Streptococcusiniae	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11985602	11	11	11	2002-04-01
34816	stripedbass	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11985602	2	2	2	2002-04-01
34816	stripedbass	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11985602	2	2	2	2002-04-01
46259	Moronechrysops	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11985602	11	11	11	2002-04-01
46259	Moronechrysops	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11985602	2	2	2	2002-04-01
46259	Moronechrysops	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11985602	11	11	11	2002-04-01
46259	Moronechrysops	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11985602	2	2	2	2002-04-01
46259	whitebass	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11985602	11	11	11	2002-04-01
46259	whitebass	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11985602	2	2	2	2002-04-01
46259	whitebass	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11985602	11	11	11	2002-04-01
46259	whitebass	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11985602	2	2	2	2002-04-01
9606	human	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11985602	6	6	6	2002-04-01
9606	human	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11985602	6	6	6	2002-04-01
9606	patients	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11985602	6	6	6	2002-04-01
9606	patients	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11985602	6	6	6	2002-04-01
D006432	hemochromatosis	I	co-occurrence	Q15853;Q63665;Q64705	Usf2	P	11930010	14	14	14	2002-04-01
D006728	hormone	D	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11930010	24	24	24	2002-04-01
D006728	hormone	D	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11930010	24	24	24	2002-04-01
D018798	iron-deficiencyanemia	I	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11930010	13	13	13	2002-04-01
D018798	iron-deficiencyanemia	I	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11930010	13	13	13	2002-04-01
D018798	irondeficiencyanemia	I	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11930010	13	13	13	2002-04-01
D018798	irondeficiencyanemia	I	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11930010	13	13	13	2002-04-01
D022781	hepatocyte	C	co-occurrence	P01125;Q32S39	nuclearfactor-kappaB	P	11985602	10	10	10	2002-04-01
D022781	hepatocyte	C	co-occurrence	P16279;P43084;P70245;Q15125;Q60490;Q9JJ46	EBP	P	11985602	10	10	10	2002-04-01
O46375;O46654;O55245;P02766;P02767;P07309;P07489;P12303;P27731;P30623;P31779;P42204;P49141;P49142;P49143;P50390;Q29616;Q5NVS2;Q5U7I5;Q8HXW1;Q9MYN8	transthyretin	P	co-occurrence	10090	transgenicmice	S	11930010	18	18	18	2002-04-01
O46375;O46654;O55245;P02766;P02767;P07309;P07489;P12303;P27731;P30623;P31779;P42204;P49141;P49142;P49143;P50390;Q29616;Q5NVS2;Q5U7I5;Q8HXW1;Q9MYN8	transthyretin	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11930010	18	18	18	2002-04-01
O46375;O46654;O55245;P02766;P02767;P07309;P07489;P12303;P27731;P30623;P31779;P42204;P49141;P49142;P49143;P50390;Q29616;Q5NVS2;Q5U7I5;Q8HXW1;Q9MYN8	transthyretin	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11930010	18	18	18	2002-04-01
O46375;O46654;O55245;P02766;P02767;P07309;P07489;P12303;P27731;P30623;P31779;P42204;P49141;P49142;P49143;P50390;Q29616;Q5NVS2;Q5U7I5;Q8HXW1;Q9MYN8	transthyretin	P	control	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11930010	18	18	18	2002-04-01
O46375;O46654;O55245;P02766;P02767;P07309;P07489;P12303;P27731;P30623;P31779;P42204;P49141;P49142;P49143;P50390;Q29616;Q5NVS2;Q5U7I5;Q8HXW1;Q9MYN8	transthyretin	P	control	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidins	P	11930010	18	18	18	2002-04-01
P01125;Q32S39	nuclearfactor-kappaB	P	co-occurrence	D022781	hepatocyte	C	11985602	10	10	10	2002-04-01
P01125;Q32S39	nuclearfactor-kappaB	P	co-occurrence	P16279;P43084;P70245;Q15125;Q60490;Q9JJ46	EBP	P	11985602	10	10	10	2002-04-01
P16279;P43084;P70245;Q15125;Q60490;Q9JJ46	EBP	P	co-occurrence	D022781	hepatocyte	C	11985602	10	10	10	2002-04-01
P16279;P43084;P70245;Q15125;Q60490;Q9JJ46	EBP	P	co-occurrence	P01125;Q32S39	nuclearfactor-kappaB	P	11985602	10	10	10	2002-04-01
P18459	pale	P	co-occurrence	10090	transgenicmice	S	11930010	19	19	19	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	,	Q15853;Q63665;Q64705	Usf2	P	11930010	16	16	16	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	10090	transgenicmice	S	11930010	13	13	13	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	10090	transgenicmice	S	11930010	18	18	18	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	10090	transgenicmice	S	11930010	25	25	25	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	10095	mice	S	11930010	16	16	16	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	10095	mice	S	11930010	25	25	25	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	122584	M.saxatilis	S	11985602	2	2	2	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	1346	Streptococcusiniae	S	11985602	11	11	11	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	34816	stripedbass	S	11985602	2	2	2	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	46259	Moronechrysops	S	11985602	11	11	11	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	46259	Moronechrysops	S	11985602	2	2	2	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	46259	whitebass	S	11985602	11	11	11	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	46259	whitebass	S	11985602	2	2	2	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	9606	human	S	11985602	6	6	6	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	9606	patients	S	11985602	6	6	6	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	D006728	hormone	D	11930010	24	24	24	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	D018798	iron-deficiencyanemia	I	11930010	13	13	13	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	D018798	irondeficiencyanemia	I	11930010	13	13	13	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	O46375;O46654;O55245;P02766;P02767;P07309;P07489;P12303;P27731;P30623;P31779;P42204;P49141;P49142;P49143;P50390;Q29616;Q5NVS2;Q5U7I5;Q8HXW1;Q9MYN8	transthyretin	P	11930010	18	18	18	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	Q15853;Q63665;Q64705	Usf2	P	11930010	16	16	16	2002-04-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	Q15853;Q63665;Q64705	Usf2	P	11930010	25	25	25	2002-04-01
